pirmasens,I-TGTLOCATION
rail,O-TGTTYPE
junction,I-TGTTYPE
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
no.,O-UNIT
55,I-UNIT
sqdn,I-UNIT
trgt,O-TGTLOCATION
mannheim,I-TGTLOCATION
type:,O-TGTTYPE
lanz,I-TGTTYPE
co,I-TGTTYPE
rail,I-TGTTYPE
jtn,I-TGTTYPE
basf,I-TGTTYPE
on,O-MSNDATE
1917-12-23,I-MSNDATE
airco,O-MDS
dh4,I-MDS
day,I-MDS
bomber,I-MDS
dummy,O
,
no.,O-UNIT
100,I-UNIT
sqdn,I-UNIT
tloc:,O-TGTLOCATION
metz,I-TGTLOCATION
mazieres,I-TGTLOCATION
woippy,I-TGTLOCATION
type:,O-TGTTYPE
furnaces,I-TGTTYPE
&,I-TGTTYPE
railroads,I-TGTTYPE
dt:,O-MSNDATE
qty:,O-NUMBEROFPLANESATTACKING
31.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
unit:,O-UNIT
no.,I-UNIT
100,I-UNIT
sqdn,I-UNIT
payload:,O-BOMBLOAD
377.5kg,I-BOMBLOAD
dept:,O-DEPARTURE
night,I-DEPARTURE
type:,O-TGTTYPE
rail,I-TGTTYPE
fact,I-TGTTYPE
furnace,I-TGTTYPE
date,O-MSNDATE
1918-01-03,I-MSNDATE
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
unit:,O-UNIT
no.,I-UNIT
100,I-UNIT
sqdn,I-UNIT
payload:,O-BOMBLOAD
376.6666667kg,I-BOMBLOAD
tloc:,O-TGTLOCATION
conflans,I-TGTLOCATION
&,I-TGTLOCATION
mars,I-TGTLOCATION
type:,O-TGTTYPE
rail,I-TGTTYPE
jtn,I-TGTTYPE
&,I-TGTTYPE
station,I-TGTTYPE
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
unit,O-UNIT
no.,I-UNIT
216,I-UNIT
sqdn,I-UNIT
bl:,O-BOMBLOAD
1344.0,I-BOMBLOAD
dept:,O-DEPARTURE
night,I-DEPARTURE
tloc:,O-TGTLOCATION
courcelles,I-TGTLOCATION
dt:,O-MSNDATE
dummy,O
,
229.33333330000002kg,O-BOMBLOAD
dropped,I-BOMBLOAD
at,O-DEPARTURE
day,I-DEPARTURE
munition,O-TGTTYPE
works,I-TGTTYPE
railways,I-TGTTYPE
on,O-MSNDATE
1918-01-13,I-MSNDATE
qty:,O-NUMBEROFPLANESATTACKING
5.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
365.8333333kg,O-BOMBLOAD
dropped,I-BOMBLOAD
tloc:,O-TGTLOCATION
thionville,I-TGTLOCATION
steel,O-TGTTYPE
works,I-TGTTYPE
rail,I-TGTTYPE
jtn,I-TGTTYPE
dt:,O-MSNDATE
fe2b,O-MDS
qty:,O-NUMBEROFPLANESATTACKING
33.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
280.0kg,O-BOMBLOAD
dropped,I-BOMBLOAD
night,O-DEPARTURE
trgt,O-TGTLOCATION
orny,I-TGTLOCATION
dt:,O-MSNDATE
fe2b,O-MDS
qty:,O-NUMBEROFPLANESATTACKING
14.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
unit,O-UNIT
no.,I-UNIT
100,I-UNIT
sqdn,I-UNIT
target,O-TGTLOCATION
thionville,I-TGTLOCATION
bemsdorf,I-TGTLOCATION
falknbg,I-TGTLOCATION
desig:,O-MDS
fe2b,I-MDS
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
payload:,O-BOMBLOAD
1344.0kg,I-BOMBLOAD
tloc:,O-TGTLOCATION
arnaville,I-TGTLOCATION
date,O-MSNDATE
1918-01-20,I-MSNDATE
desig:,O-MDS
hadley,I-MDS
page,I-MDS
o/100,I-MDS
qty:,O-NUMBEROFPLANESATTACKING
2.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
night,O-DEPARTURE
to,O-TGTLOCATION
treves,I-TGTLOCATION
thionville,I-TGTLOCATION
etc,I-TGTLOCATION
towns,O-TGTTYPE
steel,I-TGTTYPE
works,I-TGTTYPE
date,O-MSNDATE
1918-01-23,I-MSNDATE
fe2b,O-MDS
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
unit:,O-UNIT
no.,I-UNIT
216,I-UNIT
sqdn,I-UNIT
1344.0kg,O-BOMBLOAD
dropped,I-BOMBLOAD
basf,O-TGTTYPE
on,O-MSNDATE
1918-01-23,I-MSNDATE
desig:,O-MDS
hadley,I-MDS
page,I-MDS
o/100,I-MDS
dummy,O
,
no.,O-UNIT
55,I-UNIT
sqdn,I-UNIT
day,O-DEPARTURE
target,O-TGTLOCATION
treves,I-TGTLOCATION
barracks,O-TGTTYPE
&,I-TGTTYPE
station,I-TGTTYPE
qty:,O-NUMBEROFPLANESATTACKING
34.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
unit,O-UNIT
no.,I-UNIT
100,I-UNIT
sqdn,I-UNIT
320.6666667kg,O-BOMBLOAD
dropped,I-BOMBLOAD
at,O-DEPARTURE
night,I-DEPARTURE
to,O-TGTLOCATION
courcelles,I-TGTLOCATION
sidings,O-TGTTYPE
&,I-TGTTYPE
station,I-TGTTYPE
fe2b,O-MDS
dummy,O
,
unit,O-UNIT
no.,I-UNIT
55,I-UNIT
sqdn,I-UNIT
at,O-DEPARTURE
day,I-DEPARTURE
airco,O-MDS
dh4,I-MDS
day,I-MDS
bomber,I-MDS
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
341.6kg,O-BOMBLOAD
dropped,I-BOMBLOAD
sidings,O-TGTTYPE
&,I-TGTTYPE
station,I-TGTTYPE
date,O-MSNDATE
1918-02-15,I-MSNDATE
qty:,O-NUMBEROFPLANESATTACKING
31.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
payload:,O-BOMBLOAD
0.0kg,I-BOMBLOAD
dt:,O-MSNDATE
hadley,O-MDS
page,I-MDS
o/100,I-MDS
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
no.,O-UNIT
100,I-UNIT
sqdn,I-UNIT
bl:,O-BOMBLOAD
365.3333333,I-BOMBLOAD
night,O-DEPARTURE
target,O-TGTLOCATION
conflans,I-TGTLOCATION
type:,O-TGTTYPE
sidings,I-TGTTYPE
&,I-TGTTYPE
station,I-TGTTYPE
on,O-MSNDATE
1918-02-17,I-MSNDATE
qty:,O-NUMBEROFPLANESATTACKING
33.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
on,O-MSNDATE
1918-02-17,I-MSNDATE
hadley,O-MDS
page,I-MDS
o/100,I-MDS
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
unit:,O-UNIT
no.,I-UNIT
55,I-UNIT
sqdn,I-UNIT
payload:,O-BOMBLOAD
241.7777778kg,I-BOMBLOAD
during,O-DEPARTURE
type:,O-TGTTYPE
rail,I-TGTTYPE
sidinqs,I-TGTTYPE
gas,I-TGTTYPE
works,I-TGTTYPE
airco,O-MDS
dh4,I-MDS
day,I-MDS
bomber,I-MDS
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
no.,O-UNIT
100,I-UNIT
sqdn,I-UNIT
dept:,O-DEPARTURE
night,I-DEPARTURE
tloc:,O-TGTLOCATION
treves,I-TGTLOCATION
&,I-TGTLOCATION
thionville,I-TGTLOCATION
desig:,O-MDS
fe2b,I-MDS
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
unit,O-UNIT
no.,I-UNIT
216,I-UNIT
sqdn,I-UNIT
dept:,O-DEPARTURE
night,I-DEPARTURE
type:,O-TGTTYPE
unknown,I-TGTTYPE
(aborted,I-TGTTYPE
raid),I-TGTTYPE
on,O-MSNDATE
1918-02-18,I-MSNDATE
hadley,O-MDS
page,I-MDS
o/100,I-MDS
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
unit:,O-UNIT
no.,I-UNIT
55,I-UNIT
sqdn,I-UNIT
226.0kg,O-BOMBLOAD
dropped,I-BOMBLOAD
at,O-DEPARTURE
day,I-DEPARTURE
tloc:,O-TGTLOCATION
treves,I-TGTLOCATION
type:,O-TGTTYPE
barracks,I-TGTTYPE
&,I-TGTTYPE
rail,I-TGTTYPE
sin,I-TGTTYPE
on,O-MSNDATE
1918-02-19,I-MSNDATE
airco,O-MDS
dh4,I-MDS
day,I-MDS
bomber,I-MDS
qty:,O-NUMBEROFPLANESATTACKING
4.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
unit:,O-UNIT
no.,I-UNIT
216,I-UNIT
sqdn,I-UNIT
1456.0kg,O-BOMBLOAD
dropped,I-BOMBLOAD
during,O-DEPARTURE
dt:,O-MSNDATE
hadley,O-MDS
page,I-MDS
o/100,I-MDS
qty:,O-NUMBEROFPLANESATTACKING
14.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
unit,O-UNIT
no.,I-UNIT
55,I-UNIT
sqdn,I-UNIT
bl:,O-BOMBLOAD
237.5,I-BOMBLOAD
to,O-TGTLOCATION
pirmasens,I-TGTLOCATION
rail,O-TGTTYPE
stn,I-TGTTYPE
&,I-TGTTYPE
factories,I-TGTTYPE
on,O-MSNDATE
1918-02-20,I-MSNDATE
dummy,O
,
unit:,O-UNIT
no.,I-UNIT
100,I-UNIT
sqdn,I-UNIT
during,O-DEPARTURE
tloc:,O-TGTLOCATION
frescaty,I-TGTLOCATION
aerodrome,O-TGTTYPE
dt:,O-MSNDATE
qty:,O-NUMBEROFPLANESATTACKING
36.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
rail,O-TGTTYPE
stn,I-TGTTYPE
&,I-TGTTYPE
barracks,I-TGTTYPE
dt:,O-MSNDATE
hadley,O-MDS
page,I-MDS
o/100,I-MDS
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
395.0kg,O-BOMBLOAD
dropped,I-BOMBLOAD
dept:,O-DEPARTURE
night,I-DEPARTURE
date,O-MSNDATE
1918-03-06,I-MSNDATE
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
payload:,O-BOMBLOAD
230.1818182kg,I-BOMBLOAD
target,O-TGTLOCATION
mainz,I-TGTLOCATION
type:,O-TGTTYPE
factories,I-TGTTYPE
station,I-TGTTYPE
bks,I-TGTTYPE
on,O-MSNDATE
1918-03-09,I-MSNDATE
qty:,O-NUMBEROFPLANESATTACKING
4.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
at,O-DEPARTURE
day,I-DEPARTURE
tloc:,O-TGTLOCATION
stuttgart,I-TGTLOCATION
factories,O-TGTTYPE
railways.,I-TGTTYPE
bks,I-TGTTYPE
desig:,O-MDS
airco,I-MDS
dh4,I-MDS
day,I-MDS
bomber,I-MDS
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
unit:,O-UNIT
no.,I-UNIT
55,I-UNIT
sqdn,I-UNIT
bl:,O-BOMBLOAD
272.22222220000003,I-BOMBLOAD
during,O-DEPARTURE
to,O-TGTLOCATION
coblenz,I-TGTLOCATION
type:,O-TGTTYPE
factories,I-TGTTYPE
station,I-TGTTYPE
bks,I-TGTTYPE
on,O-MSNDATE
1918-03-12,I-MSNDATE
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
bl:,O-BOMBLOAD
248.0,I-BOMBLOAD
target,O-TGTLOCATION
freiburq,I-TGTLOCATION
type:,O-TGTTYPE
munit,I-TGTTYPE
dump,I-TGTTYPE
station,I-TGTTYPE
bks,I-TGTTYPE
desig:,O-MDS
airco,I-MDS
dh4,I-MDS
day,I-MDS
bomber,I-MDS
qty:,O-NUMBEROFPLANESATTACKING
35.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
unit:,O-UNIT
no.,I-UNIT
55,I-UNIT
sqdn,I-UNIT
268.2857143kg,O-BOMBLOAD
dropped,I-BOMBLOAD
day,O-DEPARTURE
railways,O-TGTTYPE
&,I-TGTTYPE
barracks,I-TGTTYPE
date,O-MSNDATE
1918-03-16,I-MSNDATE
desig:,O-MDS
airco,I-MDS
dh4,I-MDS
day,I-MDS
bomber,I-MDS
dummy,O
,
287.22222220000003kg,O-BOMBLOAD
dropped,I-BOMBLOAD
at,O-DEPARTURE
day,I-DEPARTURE
factories,O-TGTTYPE
stn,I-TGTTYPE
sidings,I-TGTTYPE
airco,O-MDS
dh4,I-MDS
day,I-MDS
bomber,I-MDS
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
dept:,O-DEPARTURE
day,I-DEPARTURE
trgt,O-TGTLOCATION
mannheim,I-TGTLOCATION
type:,O-TGTTYPE
basf,I-TGTTYPE
date,O-MSNDATE
1918-03-18,I-MSNDATE
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
328.1666667kg,O-BOMBLOAD
dropped,I-BOMBLOAD
to,O-TGTLOCATION
metz-sablon,I-TGTLOCATION
railways,O-TGTTYPE
fe2b,O-MDS
qty:,O-NUMBEROFPLANESATTACKING
5.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
280.7272727kg,O-BOMBLOAD
dropped,I-BOMBLOAD
trgt,O-TGTLOCATION
frescaty,I-TGTLOCATION
on,O-MSNDATE
1918-03-23,I-MSNDATE
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
payload:,O-BOMBLOAD
1120.0kg,I-BOMBLOAD
tloc:,O-TGTLOCATION
conz,I-TGTLOCATION
type:,O-TGTTYPE
sidings,I-TGTTYPE
stn,I-TGTTYPE
bridges,I-TGTTYPE
dt:,O-MSNDATE
desig:,O-MDS
hadley,I-MDS
page,I-MDS
o/100,I-MDS
dummy,O
,
unit,O-UNIT
no.,I-UNIT
55,I-UNIT
sqdn,I-UNIT
256.9166667kg,O-BOMBLOAD
dropped,I-BOMBLOAD
tloc:,O-TGTLOCATION
ludwigshafen,I-TGTLOCATION
basf,O-TGTTYPE
on,O-MSNDATE
1918-03-24,I-MSNDATE
dummy,O
,
unit,O-UNIT
no.,I-UNIT
100,I-UNIT
sqdn,I-UNIT
payload:,O-BOMBLOAD
340.92857139999995kg,I-BOMBLOAD
tloc:,O-TGTLOCATION
metz,I-TGTLOCATION
&,I-TGTLOCATION
thionville,I-TGTLOCATION
date,O-MSNDATE
1918-03-24,I-MSNDATE
fe2b,O-MDS
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
payload:,O-BOMBLOAD
1194.666667kg,I-BOMBLOAD
at,O-DEPARTURE
night,I-DEPARTURE
target,O-TGTLOCATION
cologne,I-TGTLOCATION
lux,I-TGTLOCATION
courcelles,I-TGTLOCATION
qty:,O-NUMBEROFPLANESATTACKING
23.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
225.63636359999998kg,O-BOMBLOAD
dropped,I-BOMBLOAD
day,O-DEPARTURE
type:,O-TGTTYPE
rail,I-TGTTYPE
jtn,I-TGTTYPE
&,I-TGTTYPE
sidings,I-TGTTYPE
on,O-MSNDATE
1918-03-27,I-MSNDATE
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
unit,O-UNIT
no.,I-UNIT
55,I-UNIT
sqdn,I-UNIT
during,O-DEPARTURE
to,O-TGTLOCATION
luxembourg,I-TGTLOCATION
desig:,O-MDS
airco,I-MDS
dh4,I-MDS
day,I-MDS
bomber,I-MDS
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
unit,O-UNIT
no.,I-UNIT
55,I-UNIT
sqdn,I-UNIT
224.0kg,O-BOMBLOAD
dropped,I-BOMBLOAD
dt:,O-MSNDATE
desig:,O-MDS
airco,I-MDS
dh4,I-MDS
day,I-MDS
bomber,I-MDS
qty:,O-NUMBEROFPLANESATTACKING
4.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
unit,O-UNIT
no.,I-UNIT
55,I-UNIT
sqdn,I-UNIT
payload:,O-BOMBLOAD
224.0kg,I-BOMBLOAD
tloc:,O-TGTLOCATION
luxembourg,I-TGTLOCATION
date,O-MSNDATE
1918-04-11,I-MSNDATE
desig:,O-MDS
airco,I-MDS
dh4,I-MDS
day,I-MDS
bomber,I-MDS
qty:,O-NUMBEROFPLANESATTACKING
4.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
unit:,O-UNIT
no.,I-UNIT
55,I-UNIT
sqdn,I-UNIT
payload:,O-BOMBLOAD
224.0kg,I-BOMBLOAD
day,O-DEPARTURE
to,O-TGTLOCATION
metz-sablon,I-TGTLOCATION
railway,O-TGTTYPE
sidings,I-TGTTYPE
&,I-TGTTYPE
station,I-TGTTYPE
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
unit:,O-UNIT
no.,I-UNIT
100,I-UNIT
sqdn,I-UNIT
at,O-DEPARTURE
night,I-DEPARTURE
to,O-TGTLOCATION
juniville,I-TGTLOCATION
date,O-MSNDATE
1918-04-12,I-MSNDATE
fe2b,O-MDS
qty:,O-NUMBEROFPLANESATTACKING
33.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
1344.0kg,O-BOMBLOAD
dropped,I-BOMBLOAD
dept:,O-DEPARTURE
night,I-DEPARTURE
to,O-TGTLOCATION
amagne-lucquy,I-TGTLOCATION
juniville,I-TGTLOCATION
dt:,O-MSNDATE
qty:,O-NUMBEROFPLANESATTACKING
23.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
no.,O-UNIT
100,I-UNIT
sqdn,I-UNIT
bl:,O-BOMBLOAD
261.3333333,I-BOMBLOAD
at,O-DEPARTURE
night,I-DEPARTURE
dt:,O-MSNDATE
dummy,O
,
no.,O-UNIT
216,I-UNIT
sqdn,I-UNIT
bl:,O-BOMBLOAD
1568.0,I-BOMBLOAD
trgt,O-TGTLOCATION
juniville,I-TGTLOCATION
&,I-TGTLOCATION
bethenville,I-TGTLOCATION
junction,O-TGTTYPE
stn,I-TGTTYPE
sidings,I-TGTTYPE
date,O-MSNDATE
1918-04-19,I-MSNDATE
dummy,O
,
during,O-DEPARTURE
trgt,O-TGTLOCATION
chaulnes.,I-TGTLOCATION
roye,I-TGTLOCATION
ham,I-TGTLOCATION
type:,O-TGTTYPE
rail,I-TGTTYPE
stations,I-TGTTYPE
&,I-TGTTYPE
junctions,I-TGTTYPE
fe2b,O-MDS
qty:,O-NUMBEROFPLANESATTACKING
34.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
unit,O-UNIT
no.,I-UNIT
216,I-UNIT
sqdn,I-UNIT
dept:,O-DEPARTURE
night,I-DEPARTURE
tloc:,O-TGTLOCATION
chaulnes,I-TGTLOCATION
on,O-MSNDATE
1918-04-20,I-MSNDATE
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
225.0909091kg,O-BOMBLOAD
dropped,I-BOMBLOAD
at,O-DEPARTURE
day,I-DEPARTURE
railways,O-TGTTYPE
&,I-TGTTYPE
station,I-TGTTYPE
date,O-MSNDATE
1918-05-02,I-MSNDATE
qty:,O-NUMBEROFPLANESATTACKING
4.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
no.,O-UNIT
55,I-UNIT
sqdn,I-UNIT
dept:,O-DEPARTURE
day,I-DEPARTURE
to,O-TGTLOCATION
thionville,I-TGTLOCATION
desig:,O-MDS
airco,I-MDS
dh4,I-MDS
day,I-MDS
bomber,I-MDS
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
unit:,O-UNIT
no.,I-UNIT
100,I-UNIT
sqdn,I-UNIT
night,O-DEPARTURE
target,O-TGTLOCATION
juniville,I-TGTLOCATION
asfeld,I-TGTLOCATION
amagne,I-TGTLOCATION
type:,O-TGTTYPE
rail,I-TGTTYPE
lines,I-TGTTYPE
&,I-TGTTYPE
sidings,I-TGTTYPE
qty:,O-NUMBEROFPLANESATTACKING
36.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
dept:,O-DEPARTURE
day,I-DEPARTURE
to,O-TGTLOCATION
thionville,I-TGTLOCATION
on,O-MSNDATE
1918-05-15,I-MSNDATE
airco,O-MDS
dh4,I-MDS
day,I-MDS
bomber,I-MDS
qty:,O-NUMBEROFPLANESATTACKING
5.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
unit:,O-UNIT
no.,I-UNIT
55,I-UNIT
sqdn,I-UNIT
224.0kg,O-BOMBLOAD
dropped,I-BOMBLOAD
during,O-DEPARTURE
rail,O-TGTTYPE
station,I-TGTTYPE
&,I-TGTTYPE
sidings,I-TGTTYPE
on,O-MSNDATE
1918-05-16,I-MSNDATE
dummy,O
,
bl:,O-BOMBLOAD
224.0,I-BOMBLOAD
at,O-DEPARTURE
day,I-DEPARTURE
to,O-TGTLOCATION
metz,I-TGTLOCATION
type:,O-TGTTYPE
rail,I-TGTTYPE
station,I-TGTTYPE
&,I-TGTTYPE
sidings,I-TGTTYPE
airco,O-MDS
dh4,I-MDS
day,I-MDS
bomber,I-MDS
dummy,O
,
unit,O-UNIT
no.,I-UNIT
100,I-UNIT
sqdn,I-UNIT
224.0kg,O-BOMBLOAD
dropped,I-BOMBLOAD
during,O-DEPARTURE
target,O-TGTLOCATION
metz,I-TGTLOCATION
metz-sablon,I-TGTLOCATION
thionville,I-TGTLOCATION
dt:,O-MSNDATE
qty:,O-NUMBEROFPLANESATTACKING
3.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
at,O-DEPARTURE
night,I-DEPARTURE
tloc:,O-TGTLOCATION
thionville,I-TGTLOCATION
type:,O-TGTTYPE
rail,I-TGTTYPE
station,I-TGTTYPE
date,O-MSNDATE
1918-05-17,I-MSNDATE
hadley,O-MDS
page,I-MDS
o/100,I-MDS
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
no.,O-UNIT
55,I-UNIT
sqdn,I-UNIT
278.4kg,O-BOMBLOAD
dropped,I-BOMBLOAD
dept:,O-DEPARTURE
day,I-DEPARTURE
rail,O-TGTTYPE
station,I-TGTTYPE
&,I-TGTTYPE
sidings,I-TGTTYPE
on,O-MSNDATE
1918-05-18,I-MSNDATE
airco,O-MDS
dh4,I-MDS
day,I-MDS
bomber,I-MDS
qty:,O-NUMBEROFPLANESATTACKING
31.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
bl:,O-BOMBLOAD
225.8,I-BOMBLOAD
target,O-TGTLOCATION
landau,I-TGTLOCATION
rail,O-TGTTYPE
station,I-TGTTYPE
&,I-TGTTYPE
barracks,I-TGTTYPE
airco,O-MDS
dh4,I-MDS
day,I-MDS
bomber,I-MDS
qty:,O-NUMBEROFPLANESATTACKING
3.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
unit:,O-UNIT
no.,I-UNIT
100,I-UNIT
sqdn,I-UNIT
night,O-DEPARTURE
target,O-TGTLOCATION
thionville,I-TGTLOCATION
metz-sablon,I-TGTLOCATION
type:,O-TGTTYPE
rail,I-TGTTYPE
stations,I-TGTTYPE
pc:,O-NUMBEROFPLANESATTACKING
dummy,O
,
no.,O-UNIT
216,I-UNIT
sqdn,I-UNIT
during,O-DEPARTURE
target,O-TGTLOCATION
thionville,I-TGTLOCATION
metz-sablon,I-TGTLOCATION
coblenz,I-TGTLOCATION
type:,O-TGTTYPE
rail,I-TGTTYPE
stations,I-TGTTYPE
s,I-TGTTYPE
barracks,I-TGTTYPE
qty:,O-NUMBEROFPLANESATTACKING
33.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
unit:,O-UNIT
no.,I-UNIT
55,I-UNIT
sqdn,I-UNIT
dept:,O-DEPARTURE
day,I-DEPARTURE
type:,O-TGTTYPE
railways,I-TGTTYPE
dt:,O-MSNDATE
airco,O-MDS
dh4,I-MDS
day,I-MDS
bomber,I-MDS
dummy,O
,
no.,O-UNIT
99,I-UNIT
sqdn,I-UNIT
at,O-DEPARTURE
day,I-DEPARTURE
target,O-TGTLOCATION
metz-sablon,I-TGTLOCATION
dt:,O-MSNDATE
qty:,O-NUMBEROFPLANESATTACKING
33.0,I-NUMBEROFPLANESATTACKING
dummy,O
,
no.,O-UNIT
100,I-UNIT
sqdn,I-UNIT
216.5333333kg,O-BOMBLOAD
dropped,I-BOMBLOAD
to,O-TGTLOCATION
saarbrucken.,I-TGTLOCATION
thionville,I-TGTLOCATION
rail,O-TGTTYPE
station,I-TGTTYPE
&,I-TGTTYPE
sidings,I-TGTTYPE
desig:,O-MDS
fe2b,I-MDS
dummy,O
,
at,O-DEPARTURE
night,I-DEPARTURE
target,O-TGTLOCATION
