in,O
flour,O
,,O
chocolate,O
chips,O
,,O
and,O
nuts,O
.,O
Drop,O
by,O
large,O
spoonfuls,O
onto,O
ungreased,O
pans,O
.,O
Bake,O
for,O
about,O
10,B-Measurement
minutes,I-Measurement
in,O
the,O
preheated,B-Instrument
oven,I-Instrument
,,O
or,O
until,O
edges,O
are,O
nicely,O
browned,O
.,O
Preheat,O
oven,O
to,O
350,B-Measurement
degrees,I-Measurement
F.,O
Line,O
a,O
2-quart,B-Instrument
casserole,I-Instrument
dish,I-Instrument
with,O
Reynolds,O
Wrap,O
(,O
R,O
),O
Pan,O
Lining,O
Paper,O
,,O
parchment,O
side,O
up,O
.,O
No,O
need,O
to,O
grease,O
dish,O
.,O
Cook,O
the,O
pasta,O
in,O
a,O
large,B-Instrument
saucepan,I-Instrument
according,O
to,O
the,O
package,O
directions,O
,,O
adding,O
the,O
broccoli,O
for,O
the,O
last,O
3,B-Measurement
minutes,I-Measurement
of,O
cooking,O
.,O
Drain,O
.,O
Return,O
to,O
the,O
saucepan,O
and,O
set,O
aside,O
.,O
Cook,O
the,O
onion,O
and,O
garlic,O
in,O
2,B-Measurement
tablespoons,I-Measurement
hot,B-Instrument
butter,I-Instrument
in,O
a,O
large,B-Instrument
skillet,I-Instrument
5,O
to,O
7,B-Measurement
minutes,I-Measurement
or,O
until,O
tender,O
.,O
Stir,O
in,O
flour,O
,,O
salt,O
,,O
and,O
black,O
pepper,O
.,O
Add,O
the,O
milk,O
all,O
at,O
once,O
.,O
Cook,O
and,O
stir,O
over,O
medium,B-Instrument
heat,I-Instrument
until,O
slightly,O
thickened,O
and,O
bubbly,O
.,O
Add,O
cheddar,O
cheese,O
and,O
cream,O
cheese,O
,,O
stirring,O
until,O
melted,O
.,O
Pour,O
cheese,O
sauce,O
over,O
the,O
pasta,O
and,O
broccoli,O
and,O
stir,O
until,O
well,O
combined,O
.,O
Melt,O
the,O
remaining,O
2,B-Measurement
tablespoons,I-Measurement
butter,I-Measurement
and,O
mix,O
with,O
the,O
bread,O
crumbs,O
in,O
a,O
small,B-Instrument
bowl,I-Instrument
.,O
Transfer,O
the,O
pasta,O
mixture,O
to,O
the,O
prepared,B-Instrument
casserole,I-Instrument
dish,I-Instrument
.,O
Top,O
with,O
the,O
buttery,B-Instrument
bread,I-Instrument
crumbs,O
.,O
Bake,O
,,O
uncovered,O
,,O
about,O
25,B-Measurement
minutes,I-Measurement
or,O
until,O
bubbly,O
and,O
internal,B-Instrument
temperature,I-Instrument
is,O
165,B-Measurement
degrees,I-Measurement
F.,O
Let,O
stand,O
for,O
10,B-Measurement
minutes,I-Measurement
before,O
serving,O
.,O
Preheat,O
oven,O
to,O
350,B-Measurement
degrees,I-Measurement
F,I-Measurement
(,O
175,B-Measurement
degrees,I-Measurement
C,O
),O
.,O
Lightly,O
grease,O
a,O
9x5,B-Instrument
inch,I-Instrument
loaf,I-Instrument
pan,I-Instrument
.,O
In,O
a,O
large,B-Instrument
bowl,I-Instrument
,,O
combine,O
flour,O
,,O
baking,O
soda,O
and,O
salt,O
.,O
In,O
a,O
separate,B-Instrument
bowl,I-Instrument
,,O
cream,O
together,O
butter,O
and,O
brown,B-Instrument
sugar,I-Instrument
.,O
Stir,O
in,O
eggs,O
and,O
mashed,O
bananas,O
until,O
well,O
blended,O
.,O
Stir,O
banana,O
mixture,O
into,O
flour,O
mixture,O
;,O
stir,O
just,O
to,O
moisten,O
.,O
Pour,O
batter,O
into,O
prepared,B-Instrument
loaf,I-Instrument
pan,I-Instrument
.,O
Bake,O
in,O
preheated,B-Instrument
oven,I-Instrument
for,O
60,O
to,O
65,B-Measurement
minutes,I-Measurement
,,O
until,O
a,O
toothpick,O
inserted,O
into,O
center,O
of,O
the,O
loaf,O
comes,O
out,O
clean,O
.,O
Let,O
bread,O
cool,O
in,O
pan,O
for,O
10,B-Measurement
minutes,I-Measurement
,,O
then,O
turn,O
out,O
onto,O
a,O
wire,O
rack,O
.,O
Bring,O
a,O
large,B-Instrument
saucepan,I-Instrument
of,O
salted,B-Instrument
water,I-Instrument
and,O
to,O
a,O
boil,O
;,O
add,O
russet,O
potatoes,O
to,O
boiling,O
water,O
and,O
cook,O
until,O
very,B-Instrument
tender,I-Instrument
,,O
about,O
20,B-Measurement
minutes,I-Measurement
.,O
Drain,O
well,O
.,O
Mash,O
in,O
3,B-Measurement
tablespoons,I-Measurement
butter,I-Measurement
until,O
thoroughly,O
combined,O
.,O
Season,O
with,O
nutmeg,O
,,O
salt,O
,,O
black,O
pepper,O
,,O
and,O
cayenne,O
pepper,O
to,O
taste,O
.,O
Mash,O
1/2,B-Measurement
cup,I-Measurement
milk,I-Measurement
into,O
potato,O
mixture,O
until,O
smooth,O
.,O
Drizzle,O
olive,B-Instrument
oil,I-Instrument
in,O
a,O
large,O
Dutch,B-Instrument
oven,I-Instrument
over,O
medium-high,B-Instrument
heat,I-Instrument
,,O
add,O
spinach,O
,,O
and,O
season,O
with,O
a,O
big,B-Instrument
pinch,I-Instrument
of,O
salt,O
.,O
Cook,O
,,O
stirring,O
occasionally,O
,,O
until,O
spinach,O
has,O
wilted,O
,,O
about,O
1,B-Measurement
minute,I-Measurement
.,O
Transfer,O
to,O
a,O
bowl,O
lined,O
with,O
paper,O
towels,O
to,O
wick,O
away,O
excess,B-Instrument
moisture,I-Instrument
.,O
Heat,O
3,B-Measurement
tablespoons,I-Measurement
butter,I-Measurement
and,O
flour,O
in,O
a,O
saucepan,O
over,O
medium,B-Instrument
heat,I-Instrument
;,O
whisk,O
mixture,O
to,O
a,O
smooth,B-Instrument
paste,I-Instrument
.,O
Cook,O
,,O
stirring,O
constantly,O
,,O
until,O
mixture,O
has,O
a,O
nutty,B-Instrument
smell,I-Instrument
and,O
is,O
slightly,O
browned,O
,,O
about,O
2,B-Measurement
minutes,I-Measurement
.,O
Add,O
chopped,O
garlic,O
;,O
whisk,O
until,O
fragrant,O
,,O
10,O
to,O
20,B-Measurement
seconds,I-Measurement
.,O
Whisk,O
1,B-Measurement
cup,I-Measurement
cold,B-Instrument
milk,I-Instrument
into,O
flour,O
mixture,O
;,O
cook,O
until,O
thickened,O
.,O
Whisk,O
in,O
remaining,O
1,B-Measurement
cup,I-Measurement
milk,I-Measurement
and,O
lemon,O
zest,O
.,O
Bring,O
white,B-Instrument
sauce,I-Instrument
to,O
a,O
gentle,B-Instrument
simmer,I-Instrument
,,O
whisking,O
constantly,O
;,O
season,O
with,O
salt,O
.,O
Turn,O
heat,O
to,O
very,O
low,O
and,O
keep,O
sauce,O
warm,O
.,O
Preheat,O
oven,O
to,O
375,B-Measurement
degrees,I-Measurement
F,I-Measurement
(,O
190,B-Measurement
degrees,I-Measurement
C,O
),O
.,O
Grease,O
an,O
8x12-inch,B-Instrument
casserole,I-Instrument
dish,I-Instrument
with,O
1,B-Measurement
tablespoon,I-Measurement
butter,I-Measurement
.,O
Season,O
buttered,O
pan,O
with,O
salt,O
,,O
black,O
pepper,O
,,O
and,O
cayenne,O
pepper,O
.,O
Lay,O
boneless,O
cod,O
fillets,O
into,O
the,O
pan,O
in,O
a,O
single,B-Instrument
layer,I-Instrument
.,O
Season,O
tops,O
of,O
fillets,O
with,O
more,O
salt,O
,,O
black,O
pepper,O
,,O
and,O
cayenne,O
pepper,O
.,O
Spread,O
spinach,O
evenly,O
over,O
fish,O
and,O
drizzle,O
with,O
lemon,O
juice,O
.,O
Spoon,O
white,B-Instrument
sauce,I-Instrument
over,O
spinach,O
;,O
give,O
casserole,O
dish,O
several,O
taps,O
and,O
shakes,O
to,O
eliminate,O
bubbles,O
.,O
Drop,O
mashed,O
potatoes,O
by,O
heaping,O
spoonfuls,O
over,O
the,O
casserole,O
and,O
spread,O
smoothly,O
to,O
cover,O
.,O
Place,O
dish,O
onto,O
a,O
rimmed,B-Instrument
baking,I-Instrument
sheet,I-Instrument
to,O
catch,O
spills,O
.,O
Bake,O
in,O
the,O
preheated,B-Instrument
oven,I-Instrument
until,O
bubbling,O
,,O
about,O
40,B-Measurement
minutes,I-Measurement
.,O
Turn,O
on,O
oven,O
's,O
broiler,O
and,O
broil,O
until,O
potato,O
crust,O
has,O
a,O
golden,O
brown,B-Instrument
top,I-Instrument
,,O
about,O
2,B-Measurement
minutes,I-Measurement
.,O
Fish,O
should,O
flake,O
easily,O
.,O
Let,O
stand,O
10,B-Measurement
minutes,I-Measurement
before,O
serving,O
.,O
Garnish,O
with,O
a,O
sprinkle,O
of,O
chives,O
.,O
Grease,O
and,O
flour,O
two,O
8,O
x,O
4,B-Measurement
inch,I-Measurement
pans,I-Measurement
.,O
Preheat,O
oven,O
to,O
325,B-Measurement
degrees,I-Measurement
F,I-Measurement
(,O
165,B-Measurement
degrees,I-Measurement
C,O
),O
.,O
Sift,O
flour,O
,,O
salt,O
,,O
baking,O
powder,O
,,O
soda,O
,,O
and,O
cinnamon,O
together,O
in,O
a,O
bowl,O
.,O
Beat,O
eggs,O
,,O
oil,O
,,O
vanilla,O
,,O
and,O
sugar,O
together,O
in,O
a,O
large,B-Instrument
bowl,I-Instrument
.,O
Add,O
sifted,O
ingredients,O
to,O
the,O
creamed,B-Instrument
mixture,I-Instrument
,,O
and,O
beat,O
well,O
.,O
Stir,O
in,O
zucchini,O
and,O
nuts,O
until,O
well,O
combined,O
.,O
Pour,O
batter,O
into,O
prepared,O
pans,O
.,O
Bake,O
for,O
40,O
to,O
60,B-Measurement
minutes,I-Measurement
,,O
or,O
until,O
tester,O
inserted,O
in,O
the,O
center,O
comes,O
out,O
clean,O
.,O
Cool,O
in,O
pan,O
on,O
rack,O
for,O
20,B-Measurement
minutes,I-Measurement
.,O
Remove,O
bread,O
from,O
pan,O
,,O
and,O
completely,O
cool,O
.,O
In,O
a,O
large,B-Instrument
bowl,I-Instrument
,,O
cream,O
together,O
butter,O
and,O
sugar,O
until,O
smooth,O
.,O
Beat,O
in,O
eggs,O
and,O
vanilla,O
.,O
Stir,O
in,O
the,O
flour,O
,,O
baking,O
powder,O
,,O
and,O
salt,O
.,O
Cover,O
,,O
and,O
chill,O
dough,O
for,O
at,O
least,O
one,B-Measurement
hour,I-Measurement
(,O
or,O
overnight,O
),O
.,O
Preheat,O
oven,O
to,O
400,B-Measurement
degrees,I-Measurement
F,I-Measurement
(,O
200,B-Measurement
degrees,I-Measurement
C,O
),O
.,O
Roll,O
out,O
dough,O
on,O
floured,B-Instrument
surface,I-Instrument
1/4,O
to,O
1/2,B-Measurement
inch,I-Measurement
thick,O
.,O
Cut,O
into,O
shapes,O
with,O
any,O
cookie,B-Instrument
cutter,I-Instrument
.,O
Place,O
cookies,O
1,B-Measurement
inch,I-Measurement
apart,O
on,O
ungreased,B-Instrument
cookie,I-Instrument
sheets,O
.,O
Bake,O
6,O
to,O
8,B-Measurement
minutes,I-Measurement
in,O
preheated,B-Instrument
oven,I-Instrument
.,O
Cool,O
completely,O
.,O
Whisk,B-Instrument
ketchup,I-Instrument
,,O
chicken,O
broth,O
,,O
egg,O
,,O
soy,O
sauce,O
,,O
chile-garlic,B-Instrument
sauce,I-Instrument
,,O
oyster,O
sauce,O
,,O
tamarind,O
paste,O
,,O
fish,O
sauce,O
,,O
and,O
palm,O
sugar,O
together,O
in,O
a,O
bowl,O
.,O
Stir,O
shallots,O
,,O
garlic,O
,,O
oil,O
,,O
ginger,O
,,O
and,O
serrano,O
pepper,O
together,O
in,O
a,O
pot,O
over,O
medium-high,B-Instrument
heat,I-Instrument
.,O
Saute,O
until,O
sizzling,O
,,O
about,O
2,B-Measurement
minutes,I-Measurement
.,O
Add,O
crab,O
to,O
pot,O
,,O
cover,O
the,O
pot,O
with,O
a,O
lid,O
,,O
and,O
shake,O
until,O
crab,O
is,O
completely,O
coated,O
in,O
shallot,O
mixture,O
.,O
Remove,O
lid,O
and,O
cook,O
and,O
stir,O
until,O
heated,O
through,O
,,O
about,O
3,B-Measurement
minutes,I-Measurement
.,O
Pour,O
ketchup,O
mixture,O
into,O
pot,O
,,O
reduce,O
heat,O
to,O
medium,O
,,O
and,O
cook,O
and,O
stir,O
until,O
sauce,O
thickens,O
and,O
crab,O
is,O
hot,O
about,O
5,B-Measurement
minutes,I-Measurement
.,O
Remove,O
from,O
heat,O
;,O
stir,O
in,O
cilantro,O
and,O
green,O
onions,O
.,O
Preheat,O
oven,O
to,O
350,B-Measurement
degrees,I-Measurement
F,I-Measurement
(,O
175,B-Measurement
degrees,I-Measurement
C,O
),O
.,O
Grease,O
and,O
flour,O
three,O
7x3,B-Measurement
inch,I-Measurement
loaf,I-Measurement
pans,I-Measurement
.,O
In,O
a,O
large,B-Instrument
bowl,I-Instrument
,,O
mix,O
together,O
pumpkin,O
puree,O
,,O
eggs,O
,,O
oil,O
,,O
water,O
and,O
sugar,O
until,O
well,O
blended,O
.,O
In,O
a,O
separate,B-Instrument
bowl,I-Instrument
,,O
whisk,O
together,O
the,O
flour,O
,,O
baking,O
soda,O
,,O
salt,O
,,O
cinnamon,O
,,O
nutmeg,O
,,O
cloves,O
and,O
ginger,O
.,O
Stir,O
the,O
dry,O
ingredients,O
into,O
the,O
pumpkin,O
mixture,O
until,O
just,O
blended,O
.,O
Pour,O
into,O
the,O
prepared,O
pans,O
.,O
Bake,O
for,O
about,O
50,B-Measurement
minutes,I-Measurement
in,O
the,O
preheated,B-Instrument
oven,I-Instrument
.,O
Loaves,O
are,O
done,O
when,O
toothpick,O
inserted,O
in,O
center,O
comes,O
out,O
clean,O
.,O
Preheat,O
the,O
oven,O
to,O
325,B-Measurement
degrees,I-Measurement
F,I-Measurement
(,O
165,B-Measurement
degrees,I-Measurement
C,O
),O
.,O
Grease,O
cookie,O
sheets,O
or,O
line,O
with,O
parchment,O
paper,O
.,O
Sift,O
together,O
the,O
flour,O
,,O
baking,O
soda,O
and,O
salt,O
;,O
set,O
aside,O
.,O
In,O
a,O
medium,O
bowl,O
,,O
cream,O
together,O
the,O
melted,O
butter,O
,,O
brown,B-Instrument
sugar,I-Instrument
and,O
white,B-Instrument
sugar,I-Instrument
until,O
well,O
blended,O
.,O
Beat,O
in,O
the,O
vanilla,O
,,O
egg,O
,,O
and,O
egg,O
yolk,O
until,O
light,O
and,O
creamy,O
.,O
Mix,O
in,O
the,O
sifted,O
ingredients,O
until,O
just,O
blended,O
.,O
Stir,O
in,O
the,O
chocolate,O
chips,O
by,O
hand,O
using,O
a,O
wooden,B-Instrument
spoon,I-Instrument
.,O
Drop,O
cookie,B-Instrument
dough,I-Instrument
1/4,B-Measurement
cup,I-Measurement
at,O
a,O
time,O
onto,O
the,O
prepared,B-Instrument
cookie,I-Instrument
sheets,O
.,O
Cookies,O
should,O
be,O
about,O
3,B-Measurement
inches,I-Measurement
apart,O
.,O
Bake,O
for,O
15,O
to,O
17,B-Measurement
minutes,I-Measurement
in,O
the,O
preheated,B-Instrument
oven,I-Instrument
,,O
or,O
until,O
the,O
edges,O
are,O
lightly,O
toasted,O
.,O
Cool,O
on,O
baking,O
sheets,O
for,O
a,O
few,O
minutes,O
before,O
transferring,O
to,O
wire,O
racks,O
to,O
cool,O
completely,O
.,O
Preheat,O
oven,O
to,O
375,B-Measurement
degrees,I-Measurement
F,I-Measurement
(,O
190,B-Measurement
degrees,I-Measurement
C,O
),O
.,O
Place,O
a,O
steamer,O
insert,O
into,O
a,O
saucepan,O
and,O
fill,O
with,O
water,O
to,O
just,O
below,O
the,O
bottom,O
of,O
the,O
steamer,O
.,O
Bring,O
water,O
to,O
a,O
boil,O
.,O
Add,O
cauliflower,O
,,O
cover,O
,,O
and,O
steam,O
until,O
tender,O
,,O
about,O
20,B-Measurement
minutes,I-Measurement
.,O
Transfer,O
cauliflower,O
to,O
a,O
large,B-Instrument
bowl,I-Instrument
.,O
Add,O
mashed,B-Instrument
potato,I-Instrument
flakes,O
,,O
milk,O
,,O
and,O
margarine,O
;,O
mash,O
with,O
a,O
potato,O
masher,O
or,O
fork,O
until,O
cauliflower,O
mixture,O
is,O
fluffy,O
.,O
Season,O
with,O
salt,O
and,O
black,O
pepper,O
.,O
Pour,O
mixture,O
into,O
a,O
baking,O
dish,O
and,O
sprinkle,O
with,O
Cheddar,O
cheese,O
.,O
Bake,O
in,O
preheated,B-Instrument
oven,I-Instrument
until,O
cheese,O
is,O
melted,O
,,O
about,O
10,B-Measurement
minutes,I-Measurement
.,O
Place,O
bacon,O
in,O
a,O
large,O
,,O
deep,B-Instrument
skillet,I-Instrument
.,O
Cook,O
over,O
medium,O
high,B-Instrument
heat,I-Instrument
until,O
evenly,O
brown,O
.,O
Drain,O
,,O
crumble,O
,,O
and,O
set,O
aside,O
.,O
Put,B-Instrument
lamb,I-Instrument
,,O
salt,O
,,O
pepper,O
,,O
and,O
flour,O
in,O
large,B-Instrument
mixing,I-Instrument
bowl,I-Instrument
.,O
Toss,O
to,O
coat,O
meat,O
evenly,O
.,O
Brown,B-Instrument
meat,I-Instrument
in,O
frying,O
pan,O
with,O
bacon,O
fat,O
.,O
Place,O
meat,O
into,O
stock,O
pot,O
(,O
leave,O
1/4,B-Measurement
cup,I-Measurement
of,O
fat,O
in,O
frying,O
pan,O
),O
.,O
Add,O
the,O
garlic,O
and,O
yellow,B-Instrument
onion,I-Instrument
and,O
saute,O
till,O
onion,O
begins,O
to,O
become,O
golden,O
.,O
Deglaze,O
frying,O
pan,O
with,O
1/2,B-Measurement
cup,I-Measurement
water,I-Measurement
and,O
add,O
the,O
garlic-onion,O
mixture,O
to,O
the,O
stock,O
pot,O
with,O
bacon,O
pieces,O
,,O
beef,O
stock,O
,,O
and,O
sugar,O
.,O
Cover,O
and,O
simmer,O
for,O
1,O
1/2,B-Measurement
hours,I-Measurement
.,O
Add,O
carrots,O
,,O
onions,O
,,O
potatoes,O
,,O
thyme,O
,,O
bay,O
leaves,O
,,O
and,O
wine,O
to,O
pot,O
.,O
Reduce,O
heat,O
,,O
and,O
simmer,O
covered,O
for,O
20,B-Measurement
minutes,I-Measurement
until,O
vegetables,O
are,O
tender,O
.,O
Preheat,O
oven,O
to,O
400,B-Measurement
degrees,I-Measurement
F,I-Measurement
(,O
200,B-Measurement
degrees,I-Measurement
C,O
),O
.,O
Grease,O
muffin,O
cups,O
or,O
line,O
with,O
muffin,O
liners,O
.,O
Combine,O
1,O
1/2,B-Measurement
cups,I-Measurement
flour,I-Measurement
,,O
3/4,B-Measurement
cup,I-Measurement
sugar,I-Measurement
,,O
salt,O
and,O
baking,O
powder,O
.,O
Place,O
vegetable,O
oil,O
into,O
a,O
1,B-Measurement
cup,I-Measurement
measuring,I-Measurement
cup,I-Measurement
;,O
add,O
the,O
egg,O
and,O
enough,B-Instrument
milk,I-Instrument
to,O
fill,O
the,O
cup,O
.,O
Mix,O
this,O
with,O
flour,O
mixture,O
.,O
Fold,O
in,O
blueberries,O
.,O
Fill,O
muffin,O
cups,O
right,O
to,O
the,O
top,O
,,O
and,O
sprinkle,O
with,O
crumb,O
topping,O
mixture,O
.,O
To,O
Make,O
Crumb,O
Topping,O
:,O
Mix,O
together,O
1/2,B-Measurement
cup,I-Measurement
sugar,I-Measurement
,,O
1/3,B-Measurement
cup,I-Measurement
flour,I-Measurement
,,O
1/4,B-Measurement
cup,I-Measurement
butter,I-Measurement
,,O
and,O
1,O
1/2,B-Measurement
teaspoons,I-Measurement
cinnamon,I-Measurement
.,O
Mix,O
with,O
fork,O
,,O
and,O
sprinkle,O
over,O
muffins,O
before,O
baking,O
.,O
Bake,O
for,O
20,O
to,O
25,B-Measurement
minutes,I-Measurement
in,O
the,O
preheated,B-Instrument
oven,I-Instrument
,,O
or,O
until,O
done,O
.,O
Preheat,O
your,O
oven,O
's,O
broiler,O
.,O
Grease,O
a,O
broiling,O
pan,O
or,O
line,O
pan,O
with,O
aluminum,O
foil,O
.,O
In,O
a,O
small,B-Instrument
bowl,I-Instrument
,,O
mix,O
together,O
the,O
Parmesan,O
cheese,O
,,O
butter,O
,,O
mayonnaise,O
and,O
lemon,O
juice,O
.,O
Season,O
with,O
dried,O
basil,O
,,O
pepper,O
,,O
onion,O
powder,O
and,O
celery,O
salt,O
.,O
Mix,O
well,O
and,O
set,O
aside,O
.,O
Arrange,O
fillets,O
in,O
a,O
single,B-Instrument
layer,I-Instrument
on,O
the,O
prepared,B-Instrument
pan,I-Instrument
.,O
Broil,O
a,O
few,O
inches,O
from,O
the,O
heat,O
for,O
2,O
to,O
3,B-Measurement
minutes,I-Measurement
.,O
Flip,O
the,O
fillets,O
over,O
and,O
broil,O
for,O
a,O
couple,O
more,O
minutes,O
.,O
Remove,O
the,O
fillets,O
from,O
the,O
oven,O
and,O
cover,O
them,O
with,O
the,O
Parmesan,O
cheese,O
mixture,O
on,O
the,O
top,B-Instrument
side,I-Instrument
.,O
Broil,O
for,O
2,O
more,O
minutes,O
or,O
until,O
the,O
topping,O
is,O
browned,O
and,O
fish,O
flakes,O
easily,O
with,O
a,O
fork,O
.,O
Be,O
careful,O
not,O
to,O
over,O
cook,O
the,O
fish,O
.,O
Preheat,O
oven,O
to,O
350,B-Measurement
degrees,I-Measurement
F,I-Measurement
(,O
175,B-Measurement
degrees,I-Measurement
C,O
),O
.,O
Sift,O
together,O
the,O
flour,O
and,O
baking,O
soda,O
,,O
set,O
aside,O
.,O
In,O
a,O
large,B-Instrument
bowl,I-Instrument
,,O
cream,O
together,O
the,O
butter,O
,,O
brown,B-Instrument
sugar,I-Instrument
,,O
and,O
white,B-Instrument
sugar,I-Instrument
.,O
Beat,O
in,O
the,O
instant,B-Instrument
pudding,I-Instrument
mix,O
until,O
blended,O
.,O
Stir,O
in,O
the,O
eggs,O
and,O
vanilla,O
.,O
Blend,O
in,O
the,O
flour,O
mixture,O
.,O
Finally,O
,,O
stir,O
in,O
the,O
chocolate,O
chips,O
and,O
nuts,O
.,O
Drop,O
cookies,O
by,O
rounded,O
spoonfuls,O
onto,O
ungreased,B-Instrument
cookie,I-Instrument
sheets,O
.,O
Bake,O
for,O
10,O
to,O
12,B-Measurement
minutes,I-Measurement
in,O
the,O
preheated,B-Instrument
oven,I-Instrument
.,O
Edges,O
should,O
be,O
golden,O
brown,O
.,O
In,O
a,O
Dutch,B-Instrument
oven,I-Instrument
,,O
cook,O
sausage,O
,,O
ground,O
beef,O
,,O
onion,O
,,O
and,O
garlic,O
over,O
medium,B-Instrument
heat,I-Instrument
until,O
well,O
browned,O
.,O
Stir,O
in,O
crushed,O
tomatoes,O
,,O
tomato,O
paste,O
,,O
tomato,O
sauce,O
,,O
and,O
water,O
.,O
Season,O
with,O
sugar,O
,,O
basil,O
,,O
fennel,O
seeds,O
,,O
Italian,B-Instrument
seasoning,I-Instrument
,,O
1,B-Measurement
tablespoon,I-Measurement
salt,I-Measurement
,,O
pepper,O
,,O
and,O
2,B-Measurement
tablespoons,I-Measurement
parsley,I-Measurement
.,O
Simmer,O
,,O
covered,O
,,O
for,O
about,O
1,O
1/2,B-Measurement
hours,I-Measurement
,,O
stirring,O
occasionally,O
.,O
Bring,O
a,O
large,B-Instrument
pot,I-Instrument
of,O
lightly,O
salted,O
water,O
to,O
a,O
boil,O
.,O
Cook,O
lasagna,O
noodles,O
in,O
boiling,O
water,O
for,O
8,O
to,O
10,B-Measurement
minutes,I-Measurement
.,O
Drain,O
noodles,O
,,O
and,O
rinse,O
with,O
cold,B-Instrument
water,I-Instrument
.,O
In,O
a,O
mixing,O
bowl,O
,,O
combine,O
ricotta,O
cheese,O
with,O
egg,O
,,O
remaining,O
parsley,O
,,O
and,O
1/2,B-Measurement
teaspoon,I-Measurement
salt,I-Measurement
.,O
Preheat,O
oven,O
to,O
375,B-Measurement
degrees,I-Measurement
F,I-Measurement
(,O
190,B-Measurement
degrees,I-Measurement
C,O
),O
.,O
To,O
assemble,O
,,O
spread,O
1,O
1/2,B-Measurement
cups,I-Measurement
of,O
meat,O
sauce,O
in,O
the,O
bottom,O
of,O
a,O
9x13,B-Instrument
inch,I-Instrument
baking,I-Instrument
dish,I-Instrument
.,O
Arrange,O
6,B-Measurement
noodles,I-Measurement
lengthwise,I-Measurement
over,O
meat,O
sauce,O
.,O
Spread,O
with,O
one,B-Measurement
half,I-Measurement
of,O
the,O
ricotta,O
cheese,O
mixture,O
.,O
Top,O
with,O
a,O
third,O
of,O
mozzarella,O
cheese,O
slices,O
.,O
Spoon,O
1,O
1/2,B-Measurement
cups,I-Measurement
meat,I-Measurement
sauce,I-Measurement
over,O
mozzarella,O
,,O
and,O
sprinkle,O
with,O
1/4,B-Measurement
cup,I-Measurement
Parmesan,I-Measurement
cheese,I-Measurement
.,O
Repeat,O
layers,O
,,O
and,O
top,O
with,O
remaining,O
mozzarella,O
and,O
Parmesan,O
cheese,O
.,O
Cover,O
with,O
foil,O
:,O
to,O
prevent,O
sticking,O
,,O
either,O
spray,O
foil,O
with,O
cooking,B-Instrument
spray,I-Instrument
,,O
or,O
make,O
sure,O
the,O
foil,O
does,O
not,O
touch,O
the,O
cheese,O
.,O
Bake,O
in,O
preheated,B-Instrument
oven,I-Instrument
for,O
25,B-Measurement
minutes,I-Measurement
.,O
Remove,O
foil,O
,,O
and,O
bake,O
an,O
additional,O
25,B-Measurement
minutes,I-Measurement
.,O
Cool,O
for,O
15,B-Measurement
minutes,I-Measurement
before,O
serving,O
.,O
Preheat,O
oven,O
to,O
350,B-Measurement
degrees,I-Measurement
F,I-Measurement
(,O
175,B-Measurement
degrees,I-Measurement
C,O
),O
.,O
Grease,O
and,O
flour,O
an,O
8-inch,B-Instrument
square,I-Instrument
pan,I-Instrument
.,O
In,O
a,O
large,B-Instrument
saucepan,I-Instrument
,,O
melt,O
1/2,B-Measurement
cup,I-Measurement
butter,I-Measurement
