tloc:,O-tgt_location
amiens,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
date,O-msndate
1943-08-15,I-msndate
dummy,O
,
nan,O-naf
20.0kg,O-tons_of_he
dropped,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-15,I-msndate
b17,O-mds
dummy,O
,
unit,O-naf
nan,I-naf
bl:,O-tons_of_he
20.0,I-tons_of_he
to,O-tgt_location
amiens,I-tgt_location
date,O-msndate
1943-08-15,I-msndate
b17,O-mds
dummy,O
,
nan,O-naf
at,O-takeoff_base
nan,I-takeoff_base
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-15,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
nan,O-naf
payload:,O-tons_of_he
36.0kg,I-tons_of_he
during,O-takeoff_base
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-15,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
target,O-tgt_location
flushing,I-tgt_location
dt:,O-msndate
b17,O-mds
dummy,O
,
unit,O-naf
nan,I-naf
during,O-takeoff_base
trgt,O-tgt_location
flushing,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
date,O-msndate
1943-08-15,I-msndate
dummy,O
,
unit:,O-naf
nan,I-naf
payload:,O-tons_of_he
nankg,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
tloc:,O-tgt_location
amiens,I-tgt_location
desig:,O-mds
b17,I-mds
dummy,O
,
unit:,O-naf
nan,I-naf
nankg,O-tons_of_he
dropped,I-tons_of_he
trgt,O-tgt_location
amiens,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
dummy,O
,
nan,O-naf
payload:,O-tons_of_he
nankg,I-tons_of_he
nan,O-takeoff_base
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
date,O-msndate
1943-08-15,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
nan,O-naf
trgt,O-tgt_location
flushing,I-tgt_location
date,O-msndate
1943-08-15,I-msndate
desig:,O-mds
gb17,I-mds
dummy,O
,
32.0kg,O-tons_of_he
dropped,I-tons_of_he
type:,O-tgt_industry
ports,I-tgt_industry
and,I-tgt_industry
harbors,I-tgt_industry
date,O-msndate
1943-08-15,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
unit:,O-naf
nan,I-naf
payload:,O-tons_of_he
48.0kg,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
nan,O-naf
dept:,O-takeoff_base
nan,I-takeoff_base
trgt,O-tgt_location
vitry,I-tgt_location
en,I-tgt_location
artois,I-tgt_location
dt:,O-msndate
b17,O-mds
dummy,O
,
unit:,O-naf
nan,I-naf
48.0kg,O-tons_of_he
dropped,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
trgt,O-tgt_location
vitry,I-tgt_location
en,I-tgt_location
artois,I-tgt_location
desig:,O-mds
b17,I-mds
dummy,O
,
nan,O-naf
during,O-takeoff_base
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
desig:,O-mds
b17,I-mds
dummy,O
,
unit:,O-naf
nan,I-naf
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
b17,O-mds
dummy,O
,
unit:,O-naf
nan,I-naf
25.0kg,O-tons_of_he
dropped,I-tons_of_he
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
b17,O-mds
dummy,O
,
unit,O-naf
nan,I-naf
at,O-takeoff_base
nan,I-takeoff_base
trgt,O-tgt_location
merville,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
desig:,O-mds
b17,I-mds
dummy,O
,
bl:,O-tons_of_he
25.0,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
on,O-msndate
1943-08-15,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
bl:,O-tons_of_he
25.0,I-tons_of_he
during,O-takeoff_base
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-15,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
unit,O-naf
nan,I-naf
payload:,O-tons_of_he
25.0kg,I-tons_of_he
nan,O-takeoff_base
to,O-tgt_location
merville,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-15,I-msndate
dummy,O
,
unit:,O-naf
nan,I-naf
25.0kg,O-tons_of_he
dropped,I-tons_of_he
during,O-takeoff_base
trgt,O-tgt_location
merville,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
25.0kg,O-tons_of_he
dropped,I-tons_of_he
nan,O-takeoff_base
to,O-tgt_location
merville,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-15,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
unit,O-naf
nan,I-naf
payload:,O-tons_of_he
25.0kg,I-tons_of_he
nan,O-takeoff_base
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-15,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
unit,O-naf
nan,I-naf
at,O-takeoff_base
nan,I-takeoff_base
target,O-tgt_location
lille,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
dummy,O
,
nan,O-naf
25.0kg,O-tons_of_he
dropped,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
date,O-msndate
1943-08-15,I-msndate
dummy,O
,
unit:,O-naf
nan,I-naf
bl:,O-tons_of_he
nan,I-tons_of_he
target,O-tgt_location
merville,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-15,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
unit,O-naf
nan,I-naf
nankg,O-tons_of_he
dropped,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
dummy,O
,
unit:,O-naf
nan,I-naf
25.0kg,O-tons_of_he
dropped,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
target,O-tgt_location
merville,I-tgt_location
on,O-msndate
1943-08-15,I-msndate
b17,O-mds
dummy,O
,
nan,O-takeoff_base
to,O-tgt_location
vitry,I-tgt_location
en,I-tgt_location
artois,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
date,O-msndate
1943-08-15,I-msndate
b17,O-mds
dummy,O
,
unit,O-naf
nan,I-naf
19.0kg,O-tons_of_he
dropped,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-15,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
unit,O-naf
nan,I-naf
during,O-takeoff_base
target,O-tgt_location
vitry,I-tgt_location
en,I-tgt_location
artois,I-tgt_location
on,O-msndate
1943-08-15,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
bl:,O-tons_of_he
37.0,I-tons_of_he
during,O-takeoff_base
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-15,I-msndate
desig:,O-mds
b17,I-mds
dummy,O
,
dept:,O-takeoff_base
nan,I-takeoff_base
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
dummy,O
,
payload:,O-tons_of_he
37.0kg,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
tloc:,O-tgt_location
flushing,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-15,I-msndate
dummy,O
,
nan,O-naf
nan,O-takeoff_base
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
b17,O-mds
dummy,O
,
bl:,O-tons_of_he
36.0,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
trgt,O-tgt_location
flushing,I-tgt_location
on,O-msndate
1943-08-15,I-msndate
b17,O-mds
dummy,O
,
nan,O-naf
to,O-tgt_location
flushing,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-15,I-msndate
dummy,O
,
52.0kg,O-tons_of_he
dropped,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
tloc:,O-tgt_location
dusseldorf,I-tgt_location
type:,O-tgt_industry
cities,I-tgt_industry
towns,I-tgt_industry
and,I-tgt_industry
urban,I-tgt_industry
areas,I-tgt_industry
desig:,O-mds
hvy,I-mds
dummy,O
,
nan,O-naf
during,O-takeoff_base
tloc:,O-tgt_location
abbeville,I-tgt_location
"rr,O-tgt_industry
installations,I-tgt_industry
,I-tgt_industry
tracks,I-tgt_industry
,I-tgt_industry
marshalling,I-tgt_industry
yards,I-tgt_industry
,I-tgt_industry
and,I-tgt_industry
stations",I-tgt_industry
on,O-msndate
1943-08-15,I-msndate
desig:,O-mds
b26,I-mds
dummy,O
,
unit,O-naf
nan,I-naf
bl:,O-tons_of_he
29.0,I-tons_of_he
during,O-takeoff_base
on,O-msndate
1943-08-15,I-msndate
b26,O-mds
dummy,O
,
unit,O-naf
nan,I-naf
33.0kg,O-tons_of_he
dropped,I-tons_of_he
trgt,O-tgt_location
st,I-tgt_location
omer,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dt:,O-msndate
desig:,O-mds
b26,I-mds
dummy,O
,
unit:,O-naf
nan,I-naf
33.0kg,O-tons_of_he
dropped,I-tons_of_he
nan,O-takeoff_base
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-15,I-msndate
dummy,O
,
payload:,O-tons_of_he
2.0kg,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
target,O-tgt_location
vitry,I-tgt_location
en,I-tgt_location
artois,I-tgt_location
type:,O-tgt_industry
air,I-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-15,I-msndate
dummy,O
,
unit,O-naf
nan,I-naf
bl:,O-tons_of_he
2.0,I-tons_of_he
during,O-takeoff_base
tloc:,O-tgt_location
vitry,I-tgt_location
en,I-tgt_location
artois,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
on,O-msndate
1943-08-15,I-msndate
b17,O-mds
dummy,O
,
nan,O-naf
dept:,O-takeoff_base
nan,I-takeoff_base
tloc:,O-tgt_location
vitry,I-tgt_location
en,I-tgt_location
artois,I-tgt_location
air,O-tgt_industry
fields,I-tgt_industry
and,I-tgt_industry
airdromes,I-tgt_industry
dummy,O
,
12,O-naf
af,I-naf
bl:,O-tons_of_he
2.0,I-tons_of_he
nan,O-takeoff_base
trgt,O-tgt_location
agata,I-tgt_location
date,O-msndate
1943-08-15,I-msndate
desig:,O-mds
b25,I-mds
dummy,O
,
12,O-naf
af,I-naf
target,O-tgt_location
agata,I-tgt_location
type:,O-tgt_industry
ships,I-tgt_industry
dt:,O-msndate
dummy,O
,
unit:,O-naf
12,I-naf
af,I-naf
17.0kg,O-tons_of_he
dropped,I-tons_of_he
tloc:,O-tgt_location
messina,I-tgt_location
highways,O-tgt_industry
and,I-tgt_industry
vehicles,I-tgt_industry
dt:,O-msndate
desig:,O-mds
b25,I-mds
dummy,O
,
trgt,O-tgt_location
messina,I-tgt_location
on,O-msndate
1943-08-15,I-msndate
b25,O-mds
dummy,O
,
unit:,O-naf
12,I-naf
af,I-naf
42.0kg,O-tons_of_he
dropped,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
type:,O-tgt_industry
"rr,I-tgt_industry
installations,I-tgt_industry
,I-tgt_industry
tracks,I-tgt_industry
,I-tgt_industry
marshalling,I-tgt_industry
yards,I-tgt_industry
,I-tgt_industry
and,I-tgt_industry
stations",I-tgt_industry
on,O-msndate
1943-08-15,I-msndate
dummy,O
,
unit:,O-naf
12,I-naf
af,I-naf
bl:,O-tons_of_he
42.0,I-tons_of_he
during,O-takeoff_base
tloc:,O-tgt_location
sapri,I-tgt_location
"rr,O-tgt_industry
installations,I-tgt_industry
,I-tgt_industry
tracks,I-tgt_industry
,I-tgt_industry
marshalling,I-tgt_industry
yards,I-tgt_industry
,I-tgt_industry
and,I-tgt_industry
stations",I-tgt_industry
dt:,O-msndate
dummy,O
,
12,O-naf
af,I-naf
1.0kg,O-tons_of_he
dropped,I-tons_of_he
to,O-tgt_location
37,I-tgt_location
20,I-tgt_location
n,I-tgt_location
014,I-tgt_location
00,I-tgt_location
e,I-tgt_location
type:,O-tgt_industry
supply,I-tgt_industry
dumps,I-tgt_industry
and,I-tgt_industry
warehouses,I-tgt_industry
dt:,O-msndate
dummy,O
,
unit:,O-naf
12,I-naf
af,I-naf
bl:,O-tons_of_he
1.0,I-tons_of_he
during,O-takeoff_base
to,O-tgt_location
37,I-tgt_location
20,I-tgt_location
n,I-tgt_location
014,I-tgt_location
00,I-tgt_location
e,I-tgt_location
supply,O-tgt_industry
dumps,I-tgt_industry
and,I-tgt_industry
warehouses,I-tgt_industry
dummy,O
,
unit:,O-naf
12,I-naf
af,I-naf
bl:,O-tons_of_he
1.0,I-tons_of_he
during,O-takeoff_base
supply,O-tgt_industry
dumps,I-tgt_industry
and,I-tgt_industry
warehouses,I-tgt_industry
date,O-msndate
1943-08-15,I-msndate
a20,O-mds
dummy,O
,
unit:,O-naf
12,I-naf
af,I-naf
17.0kg,O-tons_of_he
dropped,I-tons_of_he
during,O-takeoff_base
type:,O-tgt_industry
"rr,I-tgt_industry
installations,I-tgt_industry
,I-tgt_industry
tracks,I-tgt_industry
,I-tgt_industry
marshalling,I-tgt_industry
yards,I-tgt_industry
,I-tgt_industry
and,I-tgt_industry
stations",I-tgt_industry
b25,O-mds
dummy,O
,
unit,O-naf
12,I-naf
af,I-naf
trgt,O-tgt_location
sibari,I-tgt_location
b25,O-mds
dummy,O
,
12,O-naf
af,I-naf
payload:,O-tons_of_he
18.0kg,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
type:,O-tgt_industry
"rr,I-tgt_industry
installations,I-tgt_industry
,I-tgt_industry
tracks,I-tgt_industry
,I-tgt_industry
marshalling,I-tgt_industry
yards,I-tgt_industry
,I-tgt_industry
and,I-tgt_industry
stations",I-tgt_industry
date,O-msndate
1943-08-15,I-msndate
desig:,O-mds
b25,I-mds
dummy,O
,
unit:,O-naf
12,I-naf
af,I-naf
18.0kg,O-tons_of_he
dropped,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
target,O-tgt_location
sibari,I-tgt_location
type:,O-tgt_industry
"rr,I-tgt_industry
installations,I-tgt_industry
,I-tgt_industry
tracks,I-tgt_industry
,I-tgt_industry
marshalling,I-tgt_industry
yards,I-tgt_industry
,I-tgt_industry
and,I-tgt_industry
stations",I-tgt_industry
dummy,O
,
unit,O-naf
12,I-naf
af,I-naf
target,O-tgt_location
sibari,I-tgt_location
type:,O-tgt_industry
"rr,I-tgt_industry
installations,I-tgt_industry
,I-tgt_industry
tracks,I-tgt_industry
,I-tgt_industry
marshalling,I-tgt_industry
yards,I-tgt_industry
,I-tgt_industry
and,I-tgt_industry
stations",I-tgt_industry
b25,O-mds
dummy,O
,
unit,O-naf
12,I-naf
af,I-naf
bl:,O-tons_of_he
18.0,I-tons_of_he
target,O-tgt_location
sibari,I-tgt_location
date,O-msndate
1943-08-15,I-msndate
dummy,O
,
payload:,O-tons_of_he
18.0kg,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
tloc:,O-tgt_location
sibari,I-tgt_location
date,O-msndate
1943-08-15,I-msndate
dummy,O
,
12,O-naf
af,I-naf
bl:,O-tons_of_he
18.0,I-tons_of_he
nan,O-takeoff_base
trgt,O-tgt_location
sibari,I-tgt_location
type:,O-tgt_industry
"rr,I-tgt_industry
installations,I-tgt_industry
,I-tgt_industry
tracks,I-tgt_industry
,I-tgt_industry
marshalling,I-tgt_industry
yards,I-tgt_industry
,I-tgt_industry
and,I-tgt_industry
stations",I-tgt_industry
desig:,O-mds
b25,I-mds
dummy,O
,
unit:,O-naf
12,I-naf
af,I-naf
during,O-takeoff_base
target,O-tgt_location
milan,I-tgt_location
cities,O-tgt_industry
towns,I-tgt_industry
and,I-tgt_industry
urban,I-tgt_industry
areas,I-tgt_industry
on,O-msndate
1943-08-15,I-msndate
hvy,O-mds
dummy,O
,
trgt,O-tgt_location
milan,I-tgt_location
type:,O-tgt_industry
cities,I-tgt_industry
towns,I-tgt_industry
and,I-tgt_industry
urban,I-tgt_industry
areas,I-tgt_industry
date,O-msndate
1943-08-15,I-msndate
desig:,O-mds
hvy,I-mds
dummy,O
,
target,O-tgt_location
milan,I-tgt_location
date,O-msndate
1943-08-15,I-msndate
desig:,O-mds
hvy,I-mds
dummy,O
,
unit:,O-naf
8,I-naf
af,I-naf
at,O-takeoff_base
nan,I-takeoff_base
tloc:,O-tgt_location
unidentified,I-tgt_location
on,O-msndate
1943-08-15,I-msndate
b25,O-mds
dummy,O
,
bl:,O-tons_of_he
3.0,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
tloc:,O-tgt_location
unidentified,I-tgt_location
type:,O-tgt_industry
unidentified,I-tgt_industry
targets,I-tgt_industry
desig:,O-mds
b25,I-mds
dummy,O
,
unit,O-naf
8,I-naf
af,I-naf
dept:,O-takeoff_base
nan,I-takeoff_base
to,O-tgt_location
unidentified,I-tgt_location
type:,O-tgt_industry
unidentified,I-tgt_industry
targets,I-tgt_industry
dt:,O-msndate
b25,O-mds
dummy,O
,
unit:,O-naf
8,I-naf
af,I-naf
during,O-takeoff_base
trgt,O-tgt_location
unidentified,I-tgt_location
type:,O-tgt_industry
unidentified,I-tgt_industry
targets,I-tgt_industry
date,O-msndate
1943-08-15,I-msndate
dummy,O
,
8,O-naf
af,I-naf
bl:,O-tons_of_he
1.0,I-tons_of_he
during,O-takeoff_base
target,O-tgt_location
unidentified,I-tgt_location
date,O-msndate
1943-08-15,I-msndate
dummy,O
,
payload:,O-tons_of_he
1.0kg,I-tons_of_he
dept:,O-takeoff_base
nan,I-takeoff_base
target,O-tgt_location
unidentified,I-tgt_location
on,O-msndate
1943-08-15,I-msndate
a20,O-mds
dummy,O
,
payload:,O-tons_of_he
11.0kg,I-tons_of_he
during,O-takeoff_base
tloc:,O-tgt_location
unidentified,I-tgt_location
type:,O-tgt_industry
unidentified,I-tgt_industry
targets,I-tgt_industry
dt:,O-msndate
dummy,O
,
8,O-naf
af,I-naf
bl:,O-tons_of_he
11.0,I-tons_of_he
nan,O-takeoff_base
tloc:,O-tgt_location
unidentified,I-tgt_location
type:,O-tgt_industry
unidentified,I-tgt_industry
targets,I-tgt_industry
b25,O-mds
dummy,O
,
nankg,O-tons_of_he
dropped,I-tons_of_he
during,O-takeoff_base
trgt,O-tgt_location
arawe,I-tgt_location
nan,O-tgt_industry
date,O-msndate
1943-08-15,I-msndate
b17,O-mds
dummy,O
,
5,O-naf
af,I-naf
nankg,O-tons_of_he
dropped,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
tloc:,O-tgt_location
cebu,I-tgt_location
date,O-msndate
1945-03-24,I-msndate
desig:,O-mds
a20,I-mds
dummy,O
,
unit,O-naf
12,I-naf
af,I-naf
bl:,O-tons_of_he
16.0,I-tons_of_he
at,O-takeoff_base
ponte,I-takeoff_base
olivo,I-takeoff_base
airfield,I-takeoff_base
tloc:,O-tgt_location
villa,I-tgt_location
san,I-tgt_location
giovanni,I-tgt_location
nan,O-tgt_industry
dt:,O-msndate
dummy,O
,
5,O-naf
af,I-naf
at,O-takeoff_base
nan,I-takeoff_base
target,O-tgt_location
cebu,I-tgt_location
type:,O-tgt_industry
nan,I-tgt_industry
on,O-msndate
1945-03-24,I-msndate
dummy,O
,
5,O-naf
af,I-naf
nankg,O-tons_of_he
dropped,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
target,O-tgt_location
mt,I-tgt_location
mandalagan,I-tgt_location
type:,O-tgt_industry
nan,I-tgt_industry
dummy,O
,
dept:,O-takeoff_base
nan,I-takeoff_base
trgt,O-tgt_location
legaspi,I-tgt_location
type:,O-tgt_industry
nan,I-tgt_industry
date,O-msndate
1945-04-23,I-msndate
a20,O-mds
dummy,O
,
unit:,O-naf
5,I-naf
af,I-naf
payload:,O-tons_of_he
nankg,I-tons_of_he
nan,O-tgt_industry
p51,O-mds
dummy,O
,
unit:,O-naf
8,I-naf
af,I-naf
1.0kg,O-tons_of_he
dropped,I-tons_of_he
trgt,O-tgt_location
unidentified,I-tgt_location
type:,O-tgt_industry
unidentified,I-tgt_industry
targets,I-tgt_industry
date,O-msndate
1944-07-28,I-msndate
dummy,O
,
8,O-naf
af,I-naf
bl:,O-tons_of_he
1.0,I-tons_of_he
at,O-takeoff_base
nan,I-takeoff_base
target,O-tgt_location
unidentified,I-tgt_location
date,O-msndate
1944-07-28,I-msndate
desig:,O-mds
a20,I-mds
dummy,O
,
unit:,O-naf
14,I-naf
af,I-naf
during,O-takeoff_base
target,O-tgt_location
changesha,I-tgt_location
dt:,O-msndate
desig:,O-mds
p40,I-mds
dummy,O
,
at,O-takeoff_base
nan,I-takeoff_base
to,O-tgt_location
myitkyina,I-tgt_location
dt:,O-msndate
p40,O-mds
dummy,O
,
unit:,O-naf
10,I-naf
